runN,Variables,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
21,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,32,38,42,44,45,46,44,45,45,47,47,48,49,52,50,46,48,51,49,53,50,48,48,47,51,49,48,48,49,49,47,48,48,49,53,47,45,45,46,45,51,50,50,47,48,47,50,50,48,47
21,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,53,56,54,52,57,53,53,49,51,49,51,51,54,52,53,55,51,55,54,54,50,53,52,53,50,53,53,51,49,51,53,54,50,52,48,51,51,52,48,49,48,55,49,49,51,50,54,45,52,53
22,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,55,55,57,53,57,55,53,54,51,50,51,49,54,53,55,53,50,50,51,47,46,46,55,53,47,53,52,49,50,51,51,53,49,52,53,51,52,47,51,49,52,54,51,50,51,53,47,46,51,53
22,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),14,31,35,42,45,43,43,46,48,46,45,47,48,45,48,43,44,45,48,46,46,46,47,45,47,47,46,48,48,51,49,48,49,49,49,49,50,49,47,48,47,47,46,46,47,46,48,48,45,44,45
22,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,30,36,39,39,42,45,43,45,43,45,47,45,44,47,49,48,50,48,46,47,50,48,50,47,49,48,48,51,47,46,46,46,45,48,48,49,50,49,49,48,50,47,50,49,49,49,48,52,50,48
22,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,54,55,57,58,51,51,54,54,52,51,54,51,54,52,52,53,55,54,53,52,55,51,54,52,50,56,51,53,52,47,51,48,52,51,53,49,52,50,48,48,57,52,52,52,53,52,51,51,52,53
23,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,51,56,55,52,56,53,53,49,53,51,54,54,49,53,51,53,54,53,54,51,50,50,56,49,50,58,56,48,51,53,50,53,56,50,52,49,53,52,51,51,50,49,57,51,52,50,54,54,55,56
23,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),13,30,37,41,40,44,44,45,46,45,48,46,45,48,47,47,46,46,48,48,49,48,49,50,48,48,47,53,52,51,49,50,48,46,44,42,43,46,44,46,50,47,47,46,48,49,48,46,49,47,46
23,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,31,35,39,43,45,45,48,47,46,45,46,47,46,47,45,47,45,42,44,43,45,47,45,46,45,46,45,43,48,47,48,50,48,50,49,49,47,47,48,47,51,49,49,50,47,46,48,49,47,48
23,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,60,56,55,56,51,53,50,52,53,52,53,50,51,53,51,54,53,53,50,52,58,53,51,53,56,51,48,53,52,53,52,50,50,53,51,55,47,53,54,49,45,53,49,53,56,51,50,51,57,50
24,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,53,57,54,53,52,53,54,51,51,49,49,50,49,48,50,50,50,50,49,54,52,52,52,50,50,50,50,48,52,48,53,53,51,52,47,50,46,46,49,50,52,53,50,54,47,53,48,48,49,45
24,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),17,33,38,40,44,45,43,41,39,46,46,50,49,47,49,49,52,50,49,49,52,54,54,54,53,52,51,47,45,46,45,48,50,49,49,49,49,48,47,49,48,48,47,44,48,49,49,50,47,46,46
24,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),16,29,37,42,44,44,43,45,45,46,46,51,49,50,52,52,51,53,51,53,51,49,50,49,49,48,50,46,48,48,46,49,52,50,48,47,48,49,49,49,49,47,49,50,49,51,49,48,50,51,52
24,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),18,55,53,54,51,50,54,52,52,52,52,51,53,50,50,50,52,52,50,54,50,51,49,53,55,47,48,48,52,48,48,50,49,54,52,52,56,52,50,55,50,51,51,52,52,52,53,49,47,53,51
25,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),13,55,57,58,54,54,50,52,55,56,51,47,50,50,54,48,52,51,52,53,56,51,52,54,52,52,55,53,52,51,54,56,52,51,52,48,52,53,51,51,52,50,50,49,49,47,52,55,51,52,54
25,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,31,38,40,43,44,43,47,47,46,48,50,50,50,48,48,44,44,46,44,46,47,44,45,47,46,49,49,48,51,49,50,49,50,47,49,50,50,49,49,51,51,51,49,48,49,49,49,47,49,51
25,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),17,32,37,42,44,41,45,46,45,46,47,48,50,47,48,48,47,44,46,46,46,49,51,48,48,45,47,48,48,47,46,49,48,50,51,48,49,49,51,47,46,49,48,46,47,48,49,49,48,49,47
25,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,60,53,53,55,54,54,50,50,54,52,49,50,51,45,52,49,50,51,56,51,55,55,51,54,50,51,54,49,51,53,50,46,55,54,50,51,53,51,53,54,52,53,53,52,50,51,51,51,51,49
26,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,58,56,56,55,53,53,51,53,51,51,49,52,51,55,51,49,52,49,51,49,51,48,51,55,49,53,54,54,53,51,54,49,52,52,47,53,51,52,54,51,51,56,47,53,53,50,55,53,53,47
26,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),13,28,34,41,42,46,44,45,44,45,46,48,50,50,47,47,46,44,48,47,47,48,49,50,48,46,45,46,50,49,46,48,46,45,45,46,49,45,47,47,47,45,44,48,46,45,45,45,46,46,47
26,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,28,34,36,37,42,47,49,48,48,48,46,45,46,45,50,51,52,49,48,45,48,48,50,49,49,49,48,50,48,47,47,46,49,49,51,52,51,51,51,47,45,44,48,49,48,47,47,44,44,42
26,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),18,56,55,54,57,55,52,50,52,55,50,48,58,51,51,54,56,52,49,53,50,49,48,54,50,52,48,55,48,54,51,55,50,51,49,51,51,49,52,50,52,48,52,53,51,52,50,55,54,54,50
27,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),18,55,53,53,52,52,48,52,53,48,49,51,51,48,53,51,49,52,49,52,54,50,49,50,51,49,52,54,52,50,47,51,52,52,53,47,51,50,52,51,45,51,52,51,52,49,50,54,53,54,51
27,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),16,30,37,39,39,41,46,48,51,50,54,53,49,49,50,50,47,47,47,48,47,45,48,46,49,48,53,51,51,51,52,48,48,48,49,46,44,45,44,50,50,50,49,45,46,47,48,49,46,48,48
27,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),16,30,38,40,46,47,46,44,45,48,50,49,49,49,51,49,47,44,48,50,53,51,50,49,50,50,46,50,48,49,48,50,52,47,50,49,52,50,49,50,49,47,48,47,47,46,47,49,50,49,48
27,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,58,60,58,55,51,51,56,52,49,50,52,49,53,50,50,51,53,53,54,54,51,48,49,53,53,52,46,51,55,52,49,49,52,49,47,51,51,51,53,50,53,51,50,51,48,53,51,49,51,51
28,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,59,56,55,53,53,53,53,52,57,52,51,50,51,53,55,53,53,54,52,50,53,51,54,48,49,54,50,56,49,52,51,49,51,53,50,50,51,51,48,50,51,50,52,47,51,49,50,48,55,51
28,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,31,37,39,43,44,44,47,46,51,51,48,49,51,50,51,51,50,49,50,50,50,50,50,53,55,51,50,51,53,51,52,53,50,51,49,51,52,52,49,48,47,51,50,50,49,50,53,52,50,51
28,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,29,36,43,46,45,48,47,48,48,51,47,47,48,49,46,48,47,46,49,47,49,50,50,47,47,47,48,47,49,50,47,51,50,51,48,47,51,47,50,49,50,51,50,49,48,52,51,48,45,48
28,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),18,56,54,57,53,50,51,50,50,56,51,50,50,49,51,50,49,53,50,47,46,48,49,50,49,53,50,54,55,54,52,49,51,49,54,48,55,52,47,47,51,50,52,50,54,49,53,51,54,49,52
29,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,58,58,55,50,57,51,51,53,51,51,49,55,52,52,54,49,49,53,52,52,54,49,52,52,51,52,52,55,53,51,54,51,52,55,45,49,51,48,53,47,53,50,51,54,52,47,54,50,53,51
29,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,29,38,40,40,42,45,45,45,45,45,47,42,47,48,49,49,47,47,48,46,48,48,50,50,52,46,46,46,44,44,44,43,45,49,45,46,47,47,48,48,50,51,50,49,49,48,50,50,50,50
29,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),18,34,38,41,43,44,45,44,42,45,41,43,45,45,45,44,45,43,45,47,48,46,46,43,45,48,46,45,48,47,46,49,45,49,48,49,50,49,48,50,49,48,47,47,47,46,46,45,45,46,44
29,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,58,58,54,59,53,48,51,51,52,51,53,56,52,49,53,49,50,54,52,55,48,53,51,49,47,56,51,52,50,55,49,49,50,52,52,54,49,51,48,53,49,50,47,54,52,50,51,50,51,49
30,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),13,52,55,57,57,54,51,50,51,50,55,52,49,50,53,53,53,50,51,51,53,53,51,52,54,53,47,50,51,53,51,47,54,52,49,51,51,50,51,50,54,50,49,51,51,53,49,51,51,51,53
30,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),16,33,41,44,41,44,47,48,51,51,47,42,41,41,42,41,46,45,47,51,51,51,48,49,48,46,46,48,48,47,46,46,45,48,47,44,45,48,50,47,48,50,50,49,50,48,46,46,45,48,48
30,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,32,37,41,43,46,51,47,44,46,45,47,50,49,50,45,46,48,49,50,49,45,48,46,49,49,45,45,46,50,49,49,50,49,49,47,50,50,51,51,48,48,47,47,45,46,46,47,47,45,49
30,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,56,54,51,56,53,51,52,51,54,50,48,47,50,49,51,54,53,52,54,48,53,49,51,51,51,51,51,53,54,49,47,51,53,50,49,45,54,50,48,46,50,50,50,51,49,54,48,50,55,51
31,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,54,56,54,56,55,51,54,54,51,49,50,53,53,50,54,49,50,50,50,51,52,51,51,53,52,53,48,51,55,51,49,51,51,53,50,52,50,49,52,51,53,55,53,51,52,53,54,51,53,51
31,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),14,32,39,43,45,47,46,47,48,47,47,48,44,45,49,48,45,44,46,44,45,44,45,44,46,48,47,47,45,47,46,46,45,47,47,47,46,47,46,45,45,45,46,45,47,47,49,48,49,46,49
31,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),12,30,39,45,43,44,44,46,44,47,46,47,48,49,47,46,47,49,47,48,46,51,49,49,50,49,48,50,51,48,51,52,49,48,48,47,48,48,49,50,49,54,47,47,47,48,48,47,50,49,52
31,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),17,56,54,55,54,51,48,50,50,54,52,55,56,52,55,53,55,51,52,54,53,51,52,50,54,53,50,47,55,52,55,57,47,50,51,50,49,45,52,50,54,45,50,51,51,52,50,49,50,51,54
32,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,58,58,51,55,54,50,55,51,53,52,50,55,56,53,52,50,48,55,52,48,51,53,53,53,50,55,54,54,51,50,52,52,49,51,51,49,52,58,52,50,52,52,56,53,51,51,52,50,53,52
32,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),13,29,39,44,46,47,47,50,48,43,44,48,48,48,48,49,51,49,48,47,45,47,45,46,46,47,46,43,45,49,46,49,43,46,46,47,47,45,45,50,47,46,47,45,47,46,47,47,47,47,50
32,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,30,39,42,41,39,42,43,42,42,42,46,45,42,46,45,46,45,43,43,45,47,47,43,45,43,46,48,50,49,48,47,46,43,44,45,46,46,45,46,47,47,45,46,48,49,51,51,52,47,48
32,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,57,58,53,53,54,52,56,51,49,55,51,53,52,53,50,52,52,52,53,48,52,49,54,53,52,55,51,54,51,52,54,47,48,56,51,55,55,51,53,52,50,49,49,49,47,49,53,52,48,53
33,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),19,55,54,56,56,52,52,55,52,52,50,50,52,51,52,47,50,49,54,53,54,50,48,50,52,48,53,51,57,49,49,52,54,53,53,52,51,55,51,53,50,52,50,52,48,53,48,46,50,50,52
33,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),12,29,35,39,43,46,43,44,46,44,46,46,46,47,47,44,46,46,45,46,46,47,50,48,49,51,51,49,49,51,48,49,47,48,50,50,49,49,49,50,50,55,56,52,54,54,52,53,52,51,51
33,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),18,30,39,43,46,46,45,48,48,46,46,47,47,49,48,46,46,49,50,52,49,49,49,50,52,49,48,47,52,50,50,49,46,48,47,48,46,45,47,49,49,48,45,45,46,49,46,45,48,50,51
33,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,58,55,52,51,50,54,51,51,51,55,48,46,49,52,52,52,53,53,54,52,48,52,54,51,52,54,52,53,52,50,50,49,53,52,54,51,48,48,50,49,53,53,55,59,52,52,55,52,52,53
34,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),17,58,55,50,51,54,55,54,55,51,51,51,53,51,51,53,52,54,47,52,53,52,52,52,51,51,49,49,50,50,54,49,52,53,52,53,51,53,54,50,50,51,53,49,46,52,56,53,54,52,56
34,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),19,33,41,43,46,47,48,53,53,55,51,54,51,47,51,50,47,46,48,50,49,49,46,47,50,51,50,50,49,47,48,48,49,49,51,50,52,51,48,47,48,48,49,50,49,49,51,48,50,45,45
34,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),14,27,33,41,43,44,47,46,48,42,44,47,48,47,47,48,49,45,45,46,46,45,46,46,46,45,45,50,50,45,44,45,48,48,47,49,49,47,46,45,46,47,45,45,48,46,47,48,45,44,46
34,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),17,57,53,55,51,55,54,54,51,53,48,53,51,46,47,49,51,50,54,53,51,53,54,49,51,51,54,51,47,52,51,53,51,49,51,55,46,49,49,51,50,52,51,50,49,48,51,51,48,50,48
35,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,53,56,54,55,51,54,50,56,53,53,53,53,52,52,52,54,53,49,51,52,54,51,56,54,49,54,54,51,49,49,58,54,51,48,51,49,52,50,55,52,55,52,49,52,53,52,49,51,49,55
35,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),14,29,38,41,43,43,44,45,45,45,45,44,47,46,45,45,49,46,51,48,48,52,50,50,50,48,49,47,50,49,50,51,48,49,49,50,51,50,49,51,49,51,51,50,52,52,50,50,51,49,48
35,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,34,41,43,45,45,44,45,42,43,46,48,48,48,46,49,48,46,46,44,45,43,43,44,46,46,47,45,48,47,45,44,46,44,45,46,46,46,45,48,49,47,49,46,45,49,48,50,46,46,44
35,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,60,53,57,56,51,54,52,50,53,52,48,51,52,49,52,52,46,54,53,48,50,53,50,50,51,50,49,51,48,55,54,51,54,49,51,52,49,53,50,53,49,48,50,49,52,48,52,47,54,47
36,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),13,53,57,53,55,55,49,49,53,50,46,54,52,51,51,50,50,51,46,50,50,51,55,51,50,47,50,49,49,53,51,49,53,52,53,49,48,51,50,53,51,46,52,48,52,46,46,47,52,47,51
36,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),17,32,37,41,44,46,50,49,48,47,46,49,49,48,47,47,55,49,48,47,52,54,54,51,51,50,52,49,46,50,52,52,50,49,49,52,52,50,48,47,46,47,50,48,50,54,51,50,50,49,50
36,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,32,38,42,43,43,43,43,43,47,47,48,49,50,48,48,47,43,44,47,48,46,44,47,48,47,46,47,48,48,48,47,50,50,49,51,48,48,49,49,48,49,48,50,50,49,50,49,51,53,50
36,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,58,55,55,51,52,54,54,49,53,52,54,51,52,53,52,52,50,52,48,52,49,46,48,49,53,50,50,50,52,53,54,49,53,50,50,53,51,53,49,49,50,48,52,54,54,49,51,50,52,49
37,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,55,54,57,54,52,58,54,53,51,51,52,54,49,49,53,49,50,50,50,48,55,49,52,50,52,49,49,53,55,53,51,50,50,51,48,52,53,50,48,53,49,53,48,50,52,51,50,48,51,54
37,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,32,39,43,45,48,48,46,48,47,47,50,50,48,51,47,47,46,49,50,52,53,52,50,49,50,49,49,48,48,54,51,50,50,50,49,47,47,46,48,51,49,50,51,52,49,50,48,48,46,45
37,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,29,35,40,42,44,45,49,46,47,46,47,49,48,47,51,50,45,49,51,51,50,46,47,48,48,47,49,47,48,51,51,50,49,47,50,53,49,49,49,47,48,47,48,50,49,47,49,48,48,49
37,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),16,54,57,55,54,54,53,50,55,48,51,48,50,54,51,53,46,55,49,52,49,50,50,51,54,54,48,51,52,54,53,51,52,57,51,55,47,52,51,52,52,48,48,48,51,54,49,52,51,50,49
38,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),14,54,55,51,53,52,55,53,54,52,54,47,53,52,55,52,50,51,54,54,53,51,54,53,48,54,50,51,53,52,51,52,49,55,49,51,53,55,48,50,51,48,48,49,51,49,47,48,51,53,45
38,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,29,38,41,44,42,41,41,45,47,47,47,48,45,49,49,50,51,49,47,45,48,49,45,48,47,47,50,47,47,47,46,44,45,46,45,51,48,51,49,49,48,48,48,50,51,53,49,51,52,49
38,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,32,40,42,46,46,45,43,47,47,48,45,49,46,46,48,47,47,46,47,48,47,49,51,49,49,52,49,50,51,47,49,48,47,49,49,50,46,47,47,48,47,48,46,47,48,47,48,50,48,50
38,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),15,56,53,56,55,55,54,53,53,49,51,53,51,50,52,50,49,46,51,47,50,52,51,53,52,45,49,51,54,54,52,51,51,50,49,50,48,47,52,55,55,50,52,52,52,51,51,48,51,53,48
39,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),17,54,54,54,56,54,56,56,56,52,52,51,50,51,52,51,52,53,53,50,49,54,53,50,47,53,55,47,50,49,53,47,48,53,51,52,49,52,51,54,51,53,51,51,49,49,50,52,51,47,52
39,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),12,32,38,42,45,44,45,47,45,47,45,48,47,46,46,47,48,50,48,49,47,47,52,51,52,49,46,43,45,48,46,46,44,48,46,46,46,46,47,47,44,45,48,48,47,48,49,49,53,53,48
39,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,33,40,44,48,46,46,47,48,49,48,46,49,51,49,49,46,47,48,48,49,50,49,50,51,50,50,46,48,48,50,46,47,47,49,49,49,47,48,46,48,49,49,49,47,48,47,48,48,51,50
39,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),14,55,49,51,50,50,57,50,51,50,52,51,53,52,51,51,53,52,55,51,50,47,56,49,49,57,48,52,50,50,51,50,50,54,52,51,48,49,51,50,46,51,55,49,52,51,50,51,49,51,49
40,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),16,55,55,54,54,55,50,51,51,52,50,51,52,51,51,48,51,51,52,51,50,49,52,48,48,49,50,46,50,49,55,49,53,51,51,54,53,55,51,53,51,52,48,49,49,49,52,53,51,48,51
40,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 0] * 100)/ count parisians with [act1? = 0 and act2? = 0]),15,33,40,43,45,43,46,47,47,50,48,48,49,48,50,49,51,51,52,51,51,49,52,52,51,51,51,51,50,47,48,48,47,49,49,46,49,49,49,50,46,45,47,48,44,44,48,50,49,50,54
40,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 0] * 100)/ count parisians with [act1? = 1 and act2? = 0]),15,29,36,40,43,45,45,46,48,51,49,50,48,50,49,48,49,50,50,50,52,47,48,49,48,47,48,48,50,47,47,47,48,48,46,49,47,50,48,49,54,52,51,52,51,50,48,45,47,48,47
40,round((count parisians with [Meat? = 1 and act1? = 0 and act2? = 1] * 100)/ count parisians with [act1? = 0 and act2? = 1]),13,57,51,57,55,54,53,48,51,50,48,48,51,48,49,51,49,49,53,51,49,47,51,50,52,50,53,55,50,48,48,49,53,51,48,51,53,48,55,52,49,51,51,47,52,53,48,52,48,53,52
41,round((count parisians with [Meat? = 1 and act1? = 1 and act2? = 1] * 100)/ count parisians with [act1? = 1 and act2? = 1]),15,51,60,54,55,52,55,51,52,52,53,54,54,54,52,54,55,49,51,50,54,56,52,52,55,57,51,49,50,50,49,51,52,52,52,50,53,54,54,53,52,53,49,50,52,54,52,51,52,47,51
